uniq	filenumber	otanumber	pubdate	genre	title	wordcount	[e|i]njo[y|i]mentt?e?'?s?	settlementt?e?'?s?	astonishmentt?e?'?s?	acknowled[g|ge]mentt?e?'?s?	ama[z|s]ementt?e?'?s?	a[t|tt]one?mentt?e?'?s?	[e|i]ndu[c|s]ementt?e?'?s?	[e|i]ndo[w|we]mentt?e?'?s?	[e|i]ntr[e|i]n[s|c]hmentt?e?'?s?	[e|i]nde[a|e]rmentt?e?'?s?	[e|i]nlarge?mentt?e?'?s?	sta[yt|t]ementt?e?'?s?	[e|i]ncampe?mentt?e?'?s?	[e|i]nfr[e|i]ngementt?e?'?s?	mann?age?mentt?e?'?s?	[e|i]nfeftmentt?e?'?s?	mea[s|ss]urementt?e?'?s?	debasementt?e?'?s?	excitementt?e?'?s?	[e|i]nvestmentt?e?'?s?	ailmentt?e?'?s?	fulfilmentt?e?'?s?	[e|i]ndorsementt?e?'?s?	concernmentt?e?'?s?	[e|i]ntanglementt?e?'?s?	[e|i]nfranchisementt?e?'?s?	embankmentt?e?'?s?	[e|a]str[a|au]ngementt?e?'?s?	defilementt?e?'?s?	[e|i]nh[a|au]n[c|s]ementt?e?'?s?	[e|i]nsta[l|ll]mentt?e?'?s?	[e|i]nroll?mentt?e?'?s?	relea[s|c]ementt?e?'?s?	wondermentt?e?'?s?	condolementt?e?'?s?	withdrawmentt?e?'?s?	consignmentt?e?'?s?	[e|i]ntert[a|e]inmentt?e?'?s?
366	366	3372	1780	fiction	"Emma Corbett: or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &amp;c. ... [pt.2]"	19958	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
367	367	3373	1780	fiction	"Emma Corbett: or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &amp;c. ... [pt.3]"	19759	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	368	3374	1706	political	An essay at removing national prejudices against a union with Scotland.To be continued during the treaty here. Part II Essay at removing national prejudices against a Union.	10331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	369	3375	1797	poetry	"The fast, a poem: translated from the prophet Isaiah. By the Rev. James Murray."	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	370	3376	1785	drama	"Fontainbleau; or, our way in France: A comic opera, in three acts. As performed at the Theatres-Royal in Covent-Garden. and Smock-Alley. Written by J. O'Keefe, Esq. The music selected and composed by William Sheild."	17135	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	371	3377	1778	academic	"The force of fired gun-powder, and the initial velocities of cannon balls: determined by experiments; from which is also deduced the relation of the initial velocity to the weight of the shot and the quantity of powder. By Charles Hutton, ... Read at the Royal Society, Jan. 8, 1778."	8017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	372	3378	1794	letter	"The golden age, a poetical epistle: from Erasmus D-n, M.D. to Thomas Beddoes, M.D."	2617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	373	3379	1749	drama	"Henry and Rosamond: A tragedy. Dedicated to Sir John Philipps, Bart. By William Hawkins, ..."	17102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	374	3380	1706	academic	An enquiry into the disposal of the equivalent	2773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	375	3381	1760	religious	"The influence of the pastoral office on the character examined: with a view, especially, to Mr. Hume's representation of the spirit of that office. A sermon preached before the Synod of Aberdeen, at Aberdeen, April 8. 1760. By Alexander Gerard, ..."	27346	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	376	3382	1785	drama	"Hurly-burly; or, the fairy of the well"	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377	377	3383	1713	fiction	"Incognita: or, love and duty reconcil'd. A novel. By Mr. Congreve."	21688	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	378	3384	1714	history	A farther continuation of the history of the Crown-Inn. Part III.	3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	379	3385	1790	religious	"The divine model: or, Christian's exemplar. To which is added, The dram-shop."	4077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	380	3386	1773	poetry	Faldoni and Teresa: By Mr. Jerningham.	2649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	381	3387	1726	academic	Dialogues upon the usefulness of ancient medals: Especially in relation to the Latin and Greek poets.	61917	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
382	382	3388	1774	religious	"Human authority, in matters of faith, repugnant to Christianity: illustrated in two discourses on Matth. xxiii. 8. With a prefatory address, ... By the author of An essay on the justice of God."	11297	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	383	3389	1749	fiction	An extract of the life and death of Mr. John Janeway	13534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	384	3390	1768	drama	"The padlock: a comic opera: as it is perform'd by His Majesty's servants, at the Theatre-Royal in Drury-Lane."	7456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	385	3391	1770	drama	The noble pedlar: a burletta. As performed at Marybone-Gardens. Set to music by Mr. Barthelemon.	3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	386	3392	1751	satire	"New-market, a satire"	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
387	387	3393	1712	fiction	John Bull in his senses: being the second part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.	6315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	388	3394	1763	fiction	"The new-river head: A tale. Attempted in the manner of Mr. C. Denis. And inscribed to John Wilkes, Esq. By Robert Lloyd."	2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
389	389	3395	1757	poetry	"Odes: by Mr. Gray, author of An elegy in a country church-yard."	2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	390	3396	1795	poetry	Ode in honour of the nuptials of Their Royal Highnesses the Prince and Princess of Wales: written and composed by Mr. Dibdin.	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	391	3397	1703	political	The opinion of a known Dissenter on the bill for preventing occasional conformity	1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	392	3398	1795	pamphlet	"Pigs' meat; or, lessons for the swinish multitude: Published in weekly penny numbers, collected by the poor man's advocate (an old veteran in the cause of freedom) in the course of his reading for more than twenty years. Intended to promote among the labouring part of mankind proper ideas of their situation, of their importance, and of their rights. And to convince them that their forlorn condition has not been entirely overlooked and forgotten, nor their just cause unpleaded, neither by their maker not by the best and most enlightened of men in all ages. [pt.1]"	88144	9	6	4	0	0	1	3	3	0	0	1	4	1	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
393	393	3399	1795	pamphlet	"Pigs' meat; or, lessons for the swinish multitude: Published in weekly penny numbers, collected by the poor man's advocate (an old veteran in the cause of freedom) in the course of his reading for more than twenty years. Intended to promote among the labouring part of mankind proper ideas of their situation, of their importance, and of their rights. And to convince them that their forlorn condition has not been entirely overlooked and forgotten, nor their just cause unpleaded, neither by their maker not by the best and most enlightened of men in all ages. [pt.2]"	85437	3	1	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	395	3401	1776	poetry	"Ode to Mr. Pinchbeck, upon his newly invented patent candle-snuffers: by Malcolm M'Greggor, ..."	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	396	3402	1796	letter	"On rheumatism, and gout: a letter addressed to Sir George Baker, ... By John Latham, M.D. ..."	14729	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	397	3403	1774	memoir	The life of Dr. Oliver Goldsmith: written from personal knowledge	9230	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
398	398	3404	1785	drama	"Peeping Tom, of Coventry: A comic opera. As it is performed at the Theatre-Royal, Smock-Alley. By John O'Keefe, Esq;."	7506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
399	399	3405	1712	political	"Law is a bottomless-pit: Exemplified in the case of the Lord Strutt, John Bull, Nicholas Frog, and Lewis Baboon. Who spent all they had in a law-suit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth."	5743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	400	3406	1727	poetry	A poem to His Majesty King George	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	402	3408	1734	poetry	"A poem on the marriage of His serene Highness the Prince of Orange: with Ann Princess-Royal of Great Britain. By Stephen Duck. To which are added, Verses to the author, by a divine. With the author's answer."	1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	403	3409	1777	misc	"Poems and plays. By Oliver Goldsmith, M.B. To which is prefixed, the life of the author"	62749	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
404	404	3410	1759	fiction	"A political romance: addressed to - -, Esq. of York. To which is subjoined a key ..."	4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	405	3411	1789	drama	"The pannel: As altered by J. P. Kemble. From Bickerstaff's translation of Calderon's El escondido y la trapada; and first acted at the Theatre Royal in Drury Lane, November 28th, 1788."	12658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	406	3412	1793	drama	"The prize: or, 2, 5, 3, 8, a musical farce in two acts, as performed by His Majesty's company. Written by Prince Hoare, Esq. The music by Storace. Correctly taken from the manager's book."	7810	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	407	3413	1796	academic	Proposals for publishing by subscription	639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	408	3414	1796	academic	Proposals for publishing a new and improved edition of Shakspeare illustrated. By Charlotte Lennox	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	409	3415	1782	fiction	"King Stephen's watch: A tale, founded on fact. By the author of the Heroic epistle to Sir William Chambers, Knt."	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	410	3416	1737	poetry	"Poems upon various occasions: Written for the entertainment of the author, and printed for the amusement of a few friends, prejudic'd in his favour. By William Shenstone, gent."	8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	411	3417	1723	essay	"Remarks on a play, call'd, The conscious lovers: a comedy. By Mr. Dennis."	6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	412	3418	1763	poetry	The royal vision: in an ode to peace: By Henry Jones ...	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	413	3419	1776	political	The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.	16458	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	414	3420	1793	drama	"The rival sisters: A tragedy. Adapted for theatrical representation, as performed at the Theatre-Royal, Drury-Lane. Regulated from the prompt-book, ..."	20584	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	415	3421	1707	drama	Rosamond: An opera. Humbly inscrib'd to Her Grace the Dutchess of Marlborough.	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	416	3422	1701	political	Memoirs of the present state of the court and councils of Spain: In two parts. With the true reasons why this vast monarchy	56050	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
417	417	3423	1701	political	Memoirs of the present state of the court and councils of Spain: In two parts. With the true reasons why this vast monarchy	56662	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	418	3424	1761	drama	The register-office: a farce of two acts. Acted at the Theatre-Royal in Drury-Lane. By J. Reed.	13573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	419	3425	1730	poetry	"Royal benevolence. A poem. Most humbly address'd to Her Majesty Queen Caroline: As it was presented to the said Queen's Majesty, by the author, on Friday, the 2d of October, 1730. at Windsor-Castle. To which is annexed, a poem on providence. Both written by Stephen Duck ..."	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	420	3426	1792	fiction	"The romance of the forest: interspersed with some pieces of poetry. By the authoress of ""A Sicilian romance,"" &amp;c. In two volumes. ... [pt.1]"	65808	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	421	3427	1792	fiction	"The romance of the forest: interspersed with some pieces of poetry. By the authoress of ""A Sicilian romance,"" &amp;c. In two volumes. ... [pt.2]"	73458	3	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	422	3428	1718	poetry	The resurrection. A poem: Written by Mr. Addison.	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	423	3429	1761	misc	The retort: By the author.	3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	424	3430	1752	periodical	The Rambler.: [pt.1]	56995	11	2	2	4	0	1	0	2	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
425	425	3431	1752	periodical	The Rambler.: [pt.2]	55353	17	1	0	1	0	1	0	0	0	8	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
426	426	3432	1752	periodical	The Rambler.: [pt.3]	45908	8	4	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
427	427	3433	1752	periodical	The Rambler.: [pt.4]	56448	15	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
428	428	3434	1752	periodical	The Rambler.: [pt.5]	53409	8	3	1	1	1	0	0	0	0	5	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
429	429	3435	1752	periodical	The Rambler.: [pt.6]	50170	15	4	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
430	430	3436	1799	fiction	'Tis all for the best	4718	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	431	3437	1798	academic	A treatise on scrophulous diseases: shewing the good effects of factitious airs: ... By Charles Brown.	23697	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	432	3438	1774	poetry	Retaliation: a poem: By Doctor Goldsmith. Including epitaphs on the most distinguished wits of this metropolis.	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	433	3439	1797	poetry	"To Mr. Gray, on his odes"	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	434	3440	1783	drama	"The true-born Irishman: or, Irish fine lady. A comedy of two acts. By Charles Macklin."	12407	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
436	436	3442	1795	fiction	The two shoemakers: in five parts.	24455	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
437	437	3443	1791	letter	"Two letters from the Right Honourable Mr. Burke, on the French Revolution: one to the translator of his Reflections on the revolution in France; the other to Captain W-, on the same subject."	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	438	3444	1779	letter	"The tutor of truth: By the author of The pupil of pleasure, ... [pt.1]"	25021	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
439	439	3445	1779	letter	"The tutor of truth: By the author of The pupil of pleasure, ... [pt.2]"	27445	1	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
440	440	3446	1766	academic	"Thespis: or, a critical examination into the merits of all the principal performers belonging to Drury-Lane Theatre"	6682	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	441	3447	1716	academic	The conduct of some people: about pleading guilty. With some reasons why it was not thought proper to shew mercy to some who desir'd it.	7742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	442	3448	1740	academic	"An abstract of a book lately published; entituled, A treatise of human nature, &c. Wherein the chief argument of that book is farther illustrated and explained"	5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
443	443	3449	1789	fiction	The castles of Athlin and Dunbayne: A Highland story.	42225	2	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	444	3450	1796	fiction	 Black Giles the poacher: with some account of a family who had rather live by their wits than their work. Part I.	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	445	3451	1715	pamphlet	Burnet and Bradbury: or the confederacy of the press and the pulpit for the blood of the last ministry.	6502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	446	3452	1730	fiction	"Blundrella: [sic]: or, the impertinent. A tale. To which is added The beau monde, or, the pleasures of St. James's. A new ballad. ..."	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	447	3453	1709	drama	"The busie body: a comedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. Written by Mrs. Susanna Centlivre."	22854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	448	3454	1718	letter	"A continuation of Letters written by a Turkish spy at Paris: Giving an impartial account to the divan at Constantinople of the most remarkable transactions of Europe, ... continued from the year 1687, to the year 1693. Written originally in Arabick, translated into Italian, and from thence into English."	78969	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
449	449	3455	1714	fiction	A CONTINUATION OF THE HISTORY OF THE Crown-Inn: With CHARACTERS of some of the late SERVANTS; And the PROCEEDING of the TRUSTEES To the Coming of the New LANDLORD.	2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	450	3456	1719	academic	"A brief state of the question between the printed and painted callicoes: and the woollen and silk manufacture, as far as it relates to the wearing and using of printed and painted callicoes in Great-Britain."	6621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	451	3457	1762	poetry	"The battle of Lora: A poem. With some fragments written in the Erse, or Irish language, by Ossian, the son of Fingal. Translated into English verse by Mr. Derrick."	5753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	452	3458	1758	drama	Agis: a tragedy. As it is acted at the Theatre-Royal in Drury-Lane.	14034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
453	453	3459	1711	pamphlet	"The British visions: or, Isaac Bickerstaff, Sen. Being twelve prophesies for the year 1711. Enter'd into the hall-book of the Company of Stationers."	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	454	3460	1771	academic	"Heads of the lectures on rhetorick, and belles lettres: in the University of Edinburgh, by Hugh Blair, D.D. 1771."	3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	455	3461	1742	fiction	"The history of Cajanus: the Swedish giant, from his birth to the present time. By the author of the Gigantick histories."	6363	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	456	3462	1787	poetry	"A hermit's tale: recorded by his own hand, and found in his cell."	4080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	457	3463	1704	academic	"An historical and geographical description of Formosa: an island subject to the Emperor of Japan. ... To which is prefix'd, a preface in vindication of himself from the reflections of a Jesuit ... By George Psalmanaazaar, ... Illustrated with several cuts."	70621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
458	458	3464	1772	drama	The Grecian daughter: a tragedy: as it is acted at the Theatre-Royal in Drury-Lane.	15687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	459	3465	1783	drama	"The long odds: A serenata, in two acts."	5070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	460	3466	1763	drama	Love at first sight: a ballad farce: of two acts. As performed at the Theatre-Royal in Drury-Lane.	7593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	461	3467	1744	legal	"The last will and testament of Alexander Pope: of Twickenham, Esq; to which is added, an inscription wrote by himself."	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	462	3468	1718	poetry	The northern-star: A poem. Written by Mr. Hill.	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	463	3469	1789	letter	A letter to the most insolent man alive	3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
